doi,pmid,title,authors,journal,year,pub_date,pub_types,section,subtopic,tags,take,impact,digests,first_seen,source,confidence,verified,oa,has_abstract,url
10.1007/s12028-026-02449-8,,The Use of Extracorporeal Membrane Oxygenation in Traumatic Brain Injury and Neurosurgical Patients: A Single-Center Analysis and Systematic Review,"Bashir, Raahim; Bhaskar, Hardik; Oh, Justin; Tanski, Christopher; Beutler, Timothy",Neurocritical Care,2026,,,ECMO,neuro-on-ECMO,,,,2026-04,2026-04-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s12028-026-02449-8
10.1007/s12028-026-02477-4,,"Evaluation of a Novel Automated Cerebral Ventricular Drainage System for Intracranial Pressure Monitoring and Cerebrospinal Fluid Drainage in Neurocritical Care Patients: A Prospective, Randomized Clinical Study","Öhman, Josefine Maria; Marklund, Niklas; Cederberg, David",Neurocritical Care,2026,,,Neurocritical Care,neuromonitoring,,,,2026-03,2026-03-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s12028-026-02477-4
10.1007/s12028-026-02484-5,,Valproic acid for the management of agitation in neurosurgical intensive care unit patients,"Thomas, Lainie; Livers, Kristen; Sieg, Emily; Gillespie, Michelle; Weitkamp, Lindsay",Neurocritical Care,2026,,,Neurocritical Care,general,,,,2026-05,2026-05-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s12028-026-02484-5
10.1007/s12028-026-02512-4,42087036,Minimal Clinically Important Difference of the Functional Status Scale in Pediatric Neurocritical Care Patients: Post Hoc Analysis of a Randomized Controlled Trial,Sharawat IK; Panda PK; Elwadhi A,Neurocrit Care,2026,2026-05-05,Journal Article / Randomized Controlled Trial,Neurocritical Care,,,"Anchor-based MCID derivation for the Functional Status Scale using PCPC improvement as the anchor, in 188 children from an early-rehabilitation RCT. The optimal FSS change cutoff was 3 points (AUC 0.86, 95% CI 0.81–0.91; sensitivity 79.2%, specificity 87.3%). Twenty percent of the ""improved"" group were misclassified.",practice-relevant for trial design,2026-W33,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02512-4
10.1007/s12028-026-02545-9,42192048,Neuroimaging and Neuropathologic Findings in Pediatric Patients with ECMO: An Imaging–Pathology Comparison,"Tabet, Margherita; Zhang, Bill; Custer, Chasity; Morriss, Michael Craig; Singh, Sumit; Abioye, Aliya; Yu, Priscilla; Sanford, Ethan; Raman, Lakshmi; Rajaram, Veena; Busch, David R.",Neurocritical Care,2026,2026-05-26,Observational (single-center cohort),ECMO,general,,"Retrospective single-center cohort of 54 pediatric ECMO decedents (2009–2024) with cerebral autopsy; 26 had antemortem imaging reviewed by a blinded neuroradiologist using a Neurologic Injury Severity (NIS) framework. Neuropathology revealed frequent ischemic and hemorrhagic injuries most commonly in frontal lobes, deep grey matter, and temporal lobes. NIS scores strongly correlated with global and regional histopathologic severity. Severe pathology corresponded to NIS ≥10. Discordance observed in parieto-occipital, pontine, and cerebellar regions where immunohistochemistry (GFAP, CD68) detected subtle injuries invisible on H&E. VA-ECMO and infant/toddler age associated with more severe injury.",hypothesis-generating,2026-W23; 2026-05,2026-05-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s12028-026-02545-9
10.1007/s12028-026-02563-7,42332280,"CN-105 in Participants with Acute Supratentorial Intracerebral Hemorrhage Trial in Singapore (S-CATCH): A Phase 2b, Randomized, Double-blind, Placebo-Controlled Trial",Cheong TM; James ML; Nehar S; Pokharkar YM; Rahim FMA; Awasthi N; Moorakonda RB; Manopo I; Lee KS; Sorr OO; Bhima M; Lee RZ; Qiu L; Ang ZS; Joanne LCL; Lee KK; Mak SKD; Ang JWJ; Primalani N; Lee HL; King NKK; Maughan M; Laskowitz DT; Ng VYP,Neurocritical Care,2026,2026-06-23,Randomized Controlled Trial (Phase 2b),Neurocritical Care,,,"Phase 2b double-blind, placebo-controlled RCT (NCT03711903) enrolling 60 patients with acute supratentorial ICH (30 CN-105 vs 30 placebo), treated within 12 hours of onset. Primary endpoints were safety and feasibility. CN-105 (ApoE-mimetic neuroprotective peptide) was safe and well-tolerated with no significant AE/SAE differences. No significant difference in 90-day mRS (77.8% vs 66.7% favorable, p=0.35). Non-significant trend toward fewer in-hospital neurological deteriorations (0% vs 10%). Trial was not powered for efficacy; establishes a safety foundation for Phase 3.",this phase 2b rct (n=60) confirmed cn-105 safety and tolerability in acute ich within 12 hours; 90-day mrs showed no significant difference (77,2026-W27,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02563-7
10.1007/s12028-026-02569-1,42303958,Association of Rotational Thromboelastometry Parameters with Hematoma Expansion After Spontaneous Intracerebral Hemorrhage,[First author not listed in section metadata]; (N=70 spontaneous ICH patients),Neurocritical Care,2026,2026-06-16,Retrospective Observational,Neurocritical Care,,,"Single-center retrospective cohort (N=70 spontaneous ICH with complete ROTEM data). ROTEM EXTEM LI60 independently associated with hematoma expansion (OR 0.626, 95% CI 0.398–0.983, P=0.042). Baseline ICH volume and time-to-CT also independent predictors. Small N and single-center design limit generalizability.",hypothesis-generating,2026-W25,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02569-1
10.1007/s12028-026-02571-7,42343063,CT Quantification of Intraventricular Hemorrhage Volume in Poor-Grade Aneurysmal Subarachnoid Hemorrhage: Impact on Mortality and Long-Term Disability,Vornetti G; Bortolotti C; Dall’Olio M; Aspide R; Cirillo L; Alalfi MO; Tonon C; Lodi R; Pedicelli A; Marchese E; Caricato A; Alexandre A; Mandruzzato N; Feletti A; Testa M; Zanatta P; Gitti N; Piva S; Mardighian D; Semeraro V; Nardin G; Picetti E; Montanaro V; Petranca M; Lozupone E; Paiano G; Lanterna AL; Vaschetto R; Stanca C; Cossandi C; Bucciardini L; Limbucci N; Tola S; Ambrosi A; Calvi MR; Azzolini ML; Cao R; Mortini P; Falini A; Panni P; the POGASH (Poor Grade Aneurysmal Subarachnoid Haemorrhage) Investigators,Neurocritical Care,2026,2026-06-24,Multicenter Observational,Neurocritical Care,,,"Multicenter retrospective observational study from 9 Italian tertiary neurocritical care centers (POGASH group), enrolling 326 poor-grade aSAH patients (WFNS IV-V) with intraventricular hemorrhage. Explainable AI-based analysis identified IVH volume >8 mL as a threshold with 92% specificity for predicting in-hospital mortality. IVH volume was also independently associated with long-term disability (mRS) at follow-up. Provides a CT-quantified objective prognostic threshold for mortality risk stratification in highest-severity aSAH patients in the neurological ICU.","in 326 poor-grade asah patients across 9 italian centers, ml-derived ivh volume >8 ml carried 92% specificity for in-hospital mortality",2026-W27,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02571-7
10.1007/s12028-026-02573-5,42310190,Heterogeneity of Clazosentan Benefit after Aneurysmal Subarachnoid Hemorrhage: An Externally Validated Causal Policy Tree,[First author not listed in section metadata]; (derivation N=506; validation N=181; aSAH),Neurocritical Care,2026,2026-06-17,Causal Machine Learning Secondary Analysis,Neurocritical Care,,,Causal forest analysis with external validation. Patients with BMI>20.03 or WFNS>2 had estimated CATE 0.24–0.25 favoring clazosentan in aSAH vasospasm; those with BMI≤20.03 and WFNS≤2 showed no benefit (CATE -0.058). Authors explicitly characterize findings as hypothesis-generating.,hypothesis-generating,2026-W25,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02573-5
10.1007/s12028-026-02587-z,42498894,Hematoma Volume in Apixaban vs. Rivaroxaban-Related Intracerebral Hemorrhage,(single-center retrospective cohort),Neurocritical Care,2026,2026-07-24,Journal Article,Neurocritical Care,,,"Single-center retrospective cohort (N=136 DOAC-associated ICH, 2013-2024) found rivaroxaban-related ICH had significantly larger baseline hematoma volumes than apixaban-related ICH (22.8 vs 12.2 mL, P=0.003), independently associated on multivariable regression. Hematoma expansion and mortality did not differ significantly.",hypothesis-generating,2026-W31,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02587-z
10.1007/s12028-026-02589-x,42469581,Evaluating Utility-Weighted Modified Rankin Scale as an Outcome for Clinical Trials in Subarachnoid Hemorrhage: A SAHaRA Secondary Analysis,Sadan O; Yu Z; Ma T; Delaney A; Fergusson DA; Turgeon AF; Lauzier F; Tuttle A; Watpool I; Chassé M; McIntyre L; Samuels OB; English SW,Neurocritical Care,2026,2026-07-17,Journal Article (secondary RCT analysis),Neurocritical Care,,,Secondary analysis of the SAHaRA trial (N=725) assessing utility-weighted modified Rankin Scale as a candidate clinical-trial outcome measure in SAH.,methodological/outcome-measure paper,2026-W29,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02589-x
10.1007/s12028-026-02591-3,42477257,Patient- and Caregiver-Centered Outcomes in Survivors of Severe Stroke with Respiratory Failure at 6 Months: A Substudy of the SETPOINT2 Trial,(SETPOINT2 substudy),Neurocritical Care,2026,2026-07-20,Journal Article,Neurocritical Care,,,"Substudy of the SETPOINT2 early-vs-delayed-tracheostomy RCT (N=366 with 6-month data). 32% had died; among survivors, physical disability and caregiver burden were profound (median EQ-5D-5L 0.3, EQ-VAS 40; 45% of caregivers reported severe/very-severe burden). Despite this, 88.9% of survivors and 77% of caregivers said they would consent to the same critical-care course again.",practice-relevant patient/caregiver-experience data for a population with high disability burden,2026-W31,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02591-3
10.1007/s12028-026-02592-2,42477260,Glycemic Control in Severe Acute Brain Injury: Systematic Review and Meta-analysis with Trial Sequential Analysis,Fenger ASW; Olsen MH; Jensen HR; Eskildsen SJ; Honoré LR; Fabritius ML; Kondziella D; Nielsen ST; Krogh-Madsen R; Riberholt CG; Møller K,Neurocritical Care,2026,2026-07-20,journal-article,Neurocritical Care,,,"Across 18 RCTs (N=3,196) in severe acute brain injury, strict versus liberal glycemic control showed no effect on mortality (RR 0.95, 95% CI 0.84-1.08; very low certainty) and no clear effect on functional outcome among the 1,239 patients in whom it was reported (RR 0.91, 95% CI 0.82-1.00; low certainty).",,2026-07,2026-09-05,monthly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02592-2
10.1007/s12028-026-02594-0,42469580,"Association Among Melatonin Dysregulation, Sleep Disorders, and Sepsis-Associated Delirium: A Prospective Cohort Study with Mediation Analysis",Zhao L; Cui Q; Dong S; Yan Q; Yang F; Shi H; Wang Y; Liu J; Li Y,Neurocritical Care,2026,2026-07-17,Journal Article,Misc,,,Prospective cohort (N=99) with mediation analysis testing melatonin dysregulation and sleep disruption as mechanistic contributors to sepsis-associated delirium.,authors explicitly describe the findings as preliminary,2026-W29,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02594-0
10.1007/s12028-026-02595-z),,A Harmonised Protocol for the Use of PRx in Adult and Paediatric TBI Patients With ICP Monitoring: CLINICCA Workgroup Output](https://pubmed.ncbi.nlm.nih.gov/42625004/) ([DOI,Beqiri E; Lavinio A; Dias C,Neurocrit Care,2026,,Journal Article (multicenter consensus workgroup),Neurocritical Care,,,,"practice-standardizing (protocol, not outcome trial)",2026-W35,2026-09-05,weekly,1.0,True,False,False,
10.1007/s12028-026-02602-3,42481831,"Etiologies, Clinical Characteristics, and Prognostic Impact of Increased Intracranial Pressure in Adults with Encephalitis",(18-hospital multicenter retrospective cohort),Neurocritical Care,2026,2026-07-21,Journal Article,Neurocritical Care,,,"Multicenter retrospective study (18 hospitals, Houston/Baltimore, N=647 adults with encephalitis). Opening pressure was measured in only 46%; of those, 18.8% had elevated OP (≥30 cmH2O), which was associated with longer hospital stay, longer mechanical ventilation, and worse Glasgow Outcome Scale scores — yet only 3 patients received targeted ICP-lowering treatment (all 3 survived, 2 with complete/near-complete recovery).",hypothesis-generating,2026-W31,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02602-3
10.1007/s12028-026-02604-1,42527815,Early Prediction of External Ventricular Drain Weaning Trial Outcome in Patients with SAH Based on ICP Pulse Morphological Similarity: A Single-Center Retrospective Cohort Analysis,Dong K; Sadan O; Horton P,Neurocrit Care,2026,2026-07-29,Journal Article,Neurocritical Care,,,"Retrospective analysis of 588 SAH patients with 413 successful and 239 failed EVD weaning attempts, quantifying ICP pulse-waveform similarity by Kullback-Leibler divergence from a reference distribution. A support vector machine on pulse features alone reached AUC 0.86 (95% CI 0.79–0.93) and F1 0.77 at 24 hours; clinical features added 5–18% AUC early and little later. Decision-curve analysis showed net benefit from 10 hours onward.","hypothesis-generating, and a good model for waveform-derived prediction",2026-W33,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02604-1
10.1007/s12028-026-02614-z,42552475,Guidelines for Seizure Prophylaxis in Patients with Aneurysmal Subarachnoid Hemorrhage: A Statement for Healthcare Professionals from the Neurocritical Care Society,Rowe AS; Zafar SF; Tesoro E,Neurocrit Care,2026,2026-08-04,Journal Article,Neurocritical Care,,,"GRADE-based systematic review and meta-analysis answering three PICO questions on antiseizure prophylaxis in adult aneurysmal SAH. No difference between ASM and no ASM for early seizure, adverse events, mortality, or functional outcome. Phenytoin/fosphenytoin produced fewer early seizures while levetiracetam carried lower risk of neurologic decline, both at low certainty. All three recommendations are conditional: either ASM or none, either agent if used, and either short or long duration.",practice-relevant as a formal statement of equipoise,2026-W33,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02614-z
10.1007/s12028-026-02615-y,42581192,Associations and Predictive Value of Neuroimaging Characteristics for Extubation Failure in Moderate to Severe Traumatic Brain Injury: An Exploratory Analysis,Abu-Alya A; Gallagher A; Xiong W; Baird-Daniel E; Carlson S; Fong C; James A; Robba C; Taran S; Sharma M; Lele AV; Bonow RH; Town JA; Wahlster S,Neurocrit Care,2026,2026-08-11,Journal Article,Neurocritical Care,,,,exploratory only,2026-W34,2026-09-05,weekly,1.0,True,False,True,https://link.springer.com/10.1007/s12028-026-02615-y
10.1007/s12072-021-10164-z,,Comparison of 5% human albumin and normal saline for fluid resuscitation in sepsis induced hypotension among patients with cirrhosis (FRISC study): a randomized controlled trial,"Philips, Cyriac Abby; Maiwall, Rakhi; Sharma, Manoj Kumar; Jindal, Ankur; Choudhury, Ashok Kumar; Kumar, Guresh; Bhardwaj, Ankit; Mitra, Lalita Gouri; Agarwal, Prashant Mohan; Sarin, Shiv Kumar",Hepatology International,2021,,,Shock & Sepsis,fluids,,,,2021-05,2021-05-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007%2Fs12072-021-10164-z
10.1007/s12098-021-03695-8,,Nebulized Magnesium Sulphate in Bronchiolitis: A Randomized Controlled Trial,"Debbarma, Roma; Khera, Daisy; Singh, Surjit; Toteja, Nisha; Choudhary, Bharat; Singh, Kuldeep",Indian Journal of Pediatrics,2021,,,Misc,methods-stats,,,,2021-11,2021-11-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007%2Fs12098-021-03695-8
10.1007/s12098-023-04867-4,37851328,Restricted versus Usual/Liberal Maintenance Fluid Strategy in Mechanically Ventilated Children: An Open-Label Randomized Trial (ReLiSCh Trial).,Charaya S; Angurana SK; Nallasamy K; Jayashree M,Indian journal of pediatrics,2025,,,Respiratory/ARDS,PARDS,,,,2023-10,2023-10-01,archive,1.0,True,False,True,https://pubmed.ncbi.nlm.nih.gov/37851328/
10.1007/s12098-023-04925-x,,Additional Bicarbonate Infusion Complements WHO Rehydration Therapy in Children with Acute Diarrhea and Severe Dehydration Presenting with Severe Non-anion Gap Metabolic Acidemia: An Open Label Randomized Trial,"Takia, Lalit; Baranwal, Arun K.; Gupta, Pramod K.; Jayashree, Muralidharan; Angurana, Suresh Kumar",Indian Journal of Pediatrics,2023,,,Misc,methods-stats,,,,2025-02,2025-02-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s12098-023-04925-x
10.1007/s12519-025-00965-9,,Advances in pediatric acute kidney injury detection and prediction: biomarkers and artificial intelligence,"Kuok, Manson Chon In; Chan, Winnie Kwai Yu",World Journal of Pediatrics,2025,,,Renal,AKI,,,,2025-08,2025-08-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s12519-025-00965-9
10.1007/s12630-023-02416-3,,Death determination by neurologic criteria—what do families understand?,"Sarti, Aimee J.; Sutherland, Stephanie; Meade, Maureen; Hornby, Laura; Wilson, Lindsay C.; Landriault, Angele; Vanderspank-Wright, Brandi; Valiani, Sabira; Keenan, Sean; Weiss, Matthew J.; Werestiuk, Kim; Beed, Stephen; Kramer, Andreas H.; Kawchuk, Joann; Cardinal, Pierre; Dhanani, Sonny; Lotherington, Ken; Pagliarello, Giuseppe; Chassé, Michaël; Gatien, Mary; Parsons, Kim; Chandler, Jennifer A.; Nickerson, Peter; Shemie, Sam D.; on behalf of the Canadian Critical Care Trials Group (CCCTG)",Canadian Journal of Anesthesia/Journal canadien d'anesthésie,2023,,,Misc,other,,,,2023-04,2023-04-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s12630-023-02416-3
10.1007/s12630-023-02532-0,,Laser guidance for ultrasound-guided radial artery catheterization using smart glasses: a randomized trial,"Kim, Yoon Jung; Jung, Chul-Woo; Choi, Seungeun; Kim, Youngwon; Seo, Jeoung-Hwa",Canadian Journal of Anesthesia/Journal canadien d'anesthésie,2023,,,Misc,methods-stats,,,,2023-08,2023-08-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s12630-023-02532-0
10.1007/s12630-025-02931-5,,Local nitroglycerin to facilitate radial arterial catheterization in adults: a systematic review and meta-analysis,"Rao, Uday; Phillips, Timothy; Rao, Shripada",Canadian Journal of Anesthesia/Journal canadien d'anesthésie,2025,,,Misc,methods-stats,,,,2025-04,2025-04-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s12630-025-02931-5
10.1007/s12664-024-01557-7,,Plasma exchange improves survival in acute liver failure - An updated systematic review and meta-analysis focussed on comparing within single etiology,"Sithamparapillai, Kausala; Zachariah, Uday; Eapen, C. E.; Goel, Ashish",Indian Journal of Gastroenterology,2024,,,Misc,methods-stats,,,,2024-04,2024-04-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s12664-024-01557-7
10.1007/s12664-025-01742-2,,Role of therapeutic plasma exchange on survival in pediatric acute liver failure and acute-on chronic liver failure: A systematic review and meta-analysis,"Panda, Kalpana; Dash, Devi Prasad; Panda, Prateek Kumar; Dash, Mrutunjay; Saboth, Prasant Kumar; Pati, Girish Kumar",Indian Journal of Gastroenterology,2025,,,Misc,methods-stats,,,,2025-02,2025-02-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s12664-025-01742-2
10.1007/s13311-023-01373-5,,Advances in the Diagnosis and Treatment of Pediatric Arterial Ischemic Stroke,"Sun, Lisa R.; Lynch, John K.",Neurotherapeutics,2023,,,Misc,other,,,,2023-08,2023-08-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s13311-023-01373-5
10.1007/s13312-022-2623-1,,Prediction Models for Pneumonia Among Children in the Emergency Department,"Mathew, Joseph L.",Indian Pediatrics,2022,,,Misc,QI-informatics-AI,,,,2022-07,2022-07-01,archive,1.0,True,False,False,https://publications.aap.org/pediatrics/article-abstract/150/1/e2021055641/188335/Validation-of-Prediction-Models-for-Pneumonia?redirectedFrom=fulltext
10.1007/s13312-026-00306-7,,Neonatal Extubation Failure Prevention Trial Using Nebulised Epinephrine (NEPTUNE): A Randomized Controlled Trial,"Bhardwaj, Arunima; Jain, Ashish; Jain, Nidhi; Majumder, Shoham",Indian Pediatrics,2026,,,Shock & Sepsis,vasoactives,,,,2026-03,2026-03-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s13312-026-00306-7
10.1007/s13665-024-00339-y,,Evaluation of Candidates for Lung Transplant—A Review of Patient-Specific Risk Factors,"Leard, Lorriana E.",Current Pulmonology Reports,2024,,,Misc,other,,,,2024-03,2024-03-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s13665-024-00339-y
10.1007/s15010-024-02381-z,,Effect of hydrocortisone-fludrocortisone combination on mortality in septic shock: a systematic review and meta-analysis,"Wu, Jheng-Yen; Liu, Mei-Yuan; Liu, Ting-Hui; Huang, Po-Yu; Restinia, Mita; Hsu, Wan-Hsuan; Tsai, Ya-Wen; Chuang, Min-Hsiang; Hung, Kuo-Chuan; Lai, Chih-Cheng",Infection,2024,,,Shock & Sepsis,general,,,,2025-04,2025-04-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s15010-024-02381-z
10.1007/s40121-021-00500-z,,Potential Adverse Effects of Dexamethasone Therapy on COVID-19 Patients: Review and Recommendations,"Chen, Fei; Hao, Lanting; Zhu, Shiheng; Yang, Xinyuan; Shi, Wenhao; Zheng, Kai; Wang, Tenger; Chen, Huiran",Infectious Diseases and Therapy,2021,,,Misc,other,,,,2021-07,2021-07-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007%2Fs40121-021-00500-z
10.1007/s40121-021-00559-8,,Alternative Treatment Strategies for Secondary Bacterial and Fungal Infections Associated with COVID-19,"Das, Ritam; Kotra, Komal; Singh, Pulkit; Loh, Belinda; Leptihn, Sebastian; Bajpai, Urmi",Infectious Diseases and Therapy,2021,,,Misc,other,,,,2022-02,2022-02-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s40121-021-00559-8
10.1007/s40262-023-01264-0,,Antifungal Dosing in Critically Ill Patients on Extracorporeal Membrane Oxygenation,"Lyster, Haifa; Shekar, Kiran; Watt, Kevin; Reed, Anna; Roberts, Jason A.; Abdul-Aziz, Mohd-Hafiz",Clinical Pharmacokinetics,2023,,,ECMO,general,,,,2023-06,2023-06-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s40262-023-01264-0
10.1007/s40265-025-02176-y,,"Therapeutic Potential of Centhaquine Citrate, a Selective Alpha-2B Adrenoceptor Agonist, in the Management of Circulatory Shock","Legrand, Matthieu; Ranjan, Amaresh; Rammohan, Shruthi; De Backer, Daniel; Ostermann, Marlies; Gulati, Anil; Vincent, Jean-Louis; Khanna, Ashish K.",Drugs,2025,,,Shock & Sepsis,general,,,,2025-04,2025-04-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s40265-025-02176-y#Sec11
10.1007/s40274-020-6980-5,,Continuous EEG monitoring after cardiac arrest worth extra cost,,PharmacoEconomics &amp; Outcomes News,2020,,,Neurocritical Care,status-epilepticus,,,,2022-09,2022-09-01,archive,1.0,True,False,False,https://link.springer.com/article/10.1007/s00134-022-06697-y?utm_source=toc&utm_medium=email&utm_campaign=toc_134_48_10&utm_content=etoc_springer_20220914
10.1007/s40278-018-47987-8,,Ketamine,,Reactions Weekly,2018,,,Misc,other,,,,2023-02,2023-02-01,archive,1.0,True,False,False,https://journals.lww.com/ccmjournal/Abstract/9900/Acute_Effects_of_Ketamine_on_Intracranial_Pressure.99.aspx
10.1007/s40278-021-91993-8,,Calcium chloride/disodium phosphate/lactic acid/magnesium chloride/potassium chloride/sodium bicarbonate/sodium chloride,,Reactions Weekly,2021,,,Misc,other,,,,2023-11,2023-11-01,archive,1.0,True,False,False,https://journals.lww.com/ccmjournal/abstract/9900/sodium_bicarbonate_and_calcium_chloride_for_the.229.aspx
10.1007/s40472-026-00504-z,,The Critically Ill Lung Transplant Candidate: How Sick is too Sick?,"Rozenbaum, Guil; Lopez Gonzalez, Eduardo; Salgado, Juan C.",Current Transplantation Reports,2026,,,Misc,other,,,,2026-02,2026-02-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s40472-026-00504-z
10.1007/s42399-020-00722-1,,Acute Kidney Injury in Multisystem Inflammatory Syndrome in Children (MIS-C),"Ozlu, Sare Gulfem; Bayhan, Gulsum Iclal",SN Comprehensive Clinical Medicine,2021,,,Renal,AKI,,,,2020-11,2020-11-01,archive,1.0,True,True,False,https://journals.lww.com/ccmjournal/Fulltext/2020/12000/Acute_Kidney_Injury_in_Pediatric_Inflammatory.13.aspx
10.1007/s43678-020-00023-5,33683608,A randomized trial of robot-based distraction to reduce children's distress and pain during intravenous insertion in the emergency department.,Ali S; Manaloor R; Ma K; Sivakumar M; Beran T; Scott SD; Vandermeer B; Beirnes N; Graham TAD; Curtis S; Jou H; Hartling L,CJEM,2021,,,Misc,methods-stats,,,,2021-03,2021-03-01,archive,1.0,True,False,True,https://pubmed.ncbi.nlm.nih.gov/33683608/
10.1007/s43678-022-00293-1,,Effect of 12 mg vs 6 mg of dexamethasone on the number of days alive without life support in adults with COVID-19 and severe hypoxemia: the COVID STEROID 2 randomized trial,"Durr, Kevin M.; Hendin, Ariel; Perry, Jeffrey J.",Canadian Journal of Emergency Medicine,2022,,,Respiratory/ARDS,pharmacotherapy,,,,2021-07,2021-07-01,archive,1.0,True,True,False,https://www.medrxiv.org/content/10.1101/2021.07.22.21260755v1.full-text
10.1007/s43678-023-00638-4,,"The third intensive care bundle with blood pressure reduction in acute cerebral haemorrhage trial (INTERACT3): an interactional, stepped wedge, cluster randomized controlled trial","Wilson, Samuel; Dowlatshahi, Dar; Perry, Jeffrey J.",Canadian Journal of Emergency Medicine,2024,,,Misc,methods-stats,,,,2023-05,2023-05-01,archive,1.0,True,True,False,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(23)00806-1/fulltext
10.1007/s44231-023-00034-7,,Risk Factors of Sepsis Associated Acute Kidney Injury in Patients with Sepsis: A Meta-Analysis,"Liu, Haoran; Hou, Shunxin; Tian, Xinghan",Intensive Care Research,2023,,,Renal,AKI,,,,2022-04,2022-04-01,archive,0.925,True,True,False,https://journals.lww.com/pccmjournal/Abstract/9900/Risk_Factors_for_Sepsis_Associated_Acute_Kidney.12.aspx
10.1007/s44231-023-00036-5,,Intelligent Intensive Care Unit: Current and Future Trends,"Mao, Zhi; Liu, Chao; Li, Qinglin; Cui, Yating; Zhou, Feihu",Intensive Care Research,2023,,,Misc,other,,,,2023-05,2023-05-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s44231-023-00036-5
10.1007/s44231-023-00049-0,,Sepsis-Associated Acute Kidney Injury,"Wang, Dong; Sun, Tongwen; Liu, Zhangsuo",Intensive Care Research,2023,,,Renal,AKI,,,,2023-08,2023-08-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s44231-023-00049-0#Sec7
10.1007/s44253-024-00034-5,,Deep learning model performance for identifying pediatric acute respiratory distress syndrome on chest radiographs,"Kohne, Joseph G.; Farzaneh, Negar; Barbaro, Ryan P.; Mahani, Maryam Ghadimi; Ansari, Sardar; Sjoding, Michael W.",Intensive Care Medicine – Paediatric and Neonatal,2024,,,Respiratory/ARDS,PARDS,,,,2024-02,2024-02-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s44253-024-00034-5
10.1007/s44253-024-00038-1,,Fluid management and active fluid removal practices: a global survey of paediatric critical care physicians,"Aramburo, Angela; Raman, Sainath; Silversides, Jonathan A.; Schlapbach, Luregn J.; Gibbons, Kristen S.; Ramnarayan, Padmanabhan; on behalf of the Australian, New Zealand Intensive Care Society Paediatric Study Group (ANZICS PSG); Pellegrini, Breanna; George, Shane; Balit, Corrine; Oberender, Felix; Erickson, Simon; Flores, Jenipher Chumbes; Charles, Karina; Waak, Michaela; Long, Debbie; Butt, Warwick; Delzoppo, Carmel; Gelbart, Ben; Masterson, Kate; Millar, Johnny; Ganeshalingam, Anusha; Sherring, Claire; Singh, Puneet; Smith, Vicky; Schults, Jessica; Darvas, Jennifer; Festa, Marino; the United Kingdom Paediatric Critical Care Society Study Group (PCCS-SG)",Intensive Care Medicine – Paediatric and Neonatal,2024,,,Misc,other,,,,2024-04,2024-04-01,archive,1.0,True,True,False,https://link.springer.com/article/10.1007/s44253-024-00038-1
